,language_score
0,0.999996381473089
1,0.9999968817693464
2,0.9999958928500384
3,0.9999944666946936
4,0.9999967975300555
5,0.9999962379873932
6,0.9999955172408926
7,0.9999959501104376
8,0.999996660504722
9,0.9999968663709212
10,0.9999978962923952
11,0.9999970643094862
12,0.9999977562021584
13,0.9999979422249868
14,0.9999987304725234
15,0.9999954865931652
16,0.999998192225818
17,0.9999970075336744
18,0.9999971752552522
19,0.9999969088527344
20,0.9999966762966308
21,0.9999958361058644
22,0.9999976767562728
23,0.9999976656979848
24,0.9999946739448085
25,0.9999962368656474
26,0.9999973165278446
27,0.9999952365864788
28,0.9999980343291488
29,0.9999978369761772
30,0.9999973628114508
31,0.999996251671642
32,0.8571403293589188
33,0.9999958446454048
34,0.999997218883654
35,0.99999549649617
36,0.9999963539928096
37,0.9999970741923512
38,0.9999959131554712
39,0.9999970144137436
40,0.9999987294503844
41,0.9999982701364112
42,0.9999965977458912
43,0.999997185419072
44,0.9999978119840188
45,0.9999973642720196
46,0.8571387485314552
47,0.9999982345152716
48,0.9999970241176552
49,0.9999971229853684
50,0.9999981857961168
51,0.9999961777408938
52,0.9999973335342044
53,0.999997605476033
54,0.999996954655891
55,0.9999971373882106
56,0.999996301039528
57,0.9999962973822116
58,0.9999943977606944
59,0.9999983782955084
60,0.9999956583289994
61,0.9999966413434708
62,0.7142825089157042
63,0.999996518216372
64,0.9999971183159108
65,0.9999981723627178
66,0.9999962503816
67,0.9999964133901508
68,0.9999938020498276
69,0.999996144270514
70,0.999998220929466
71,0.999996884569595
72,0.9999970743203244
73,0.9999976607645984
74,0.99999681626002
75,0.9999985869657818
76,0.8571419039969019
77,0.9999975361875548
78,0.9999969778987616
79,0.9999969619117716
80,0.999996864669138
81,0.9999958755716274
82,0.9999981608480832
83,0.9999986822114164
84,0.9999964857534652
85,0.9999961039075628
86,0.9999968956098776
87,0.9999936326860996
88,0.9999973194646098
89,0.9999973602905144
90,0.9999967216391726
91,0.9999969061879336
92,0.9999976181927286
93,0.999995697302682
94,0.999995116612648
95,0.9999968559192725
96,0.999997576309152
97,0.999998426069638
98,0.9999974796735792
99,0.999995147088604
100,0.9999976039631704
101,0.9999974188158304
102,0.9999955705714108
103,0.999997997279036
104,0.9999968398397824
105,0.9999960806510207
106,0.9999961909215788
107,0.9999954473044878
108,0.999996141166914
109,0.9999965668818392
110,0.9999983806503092
111,0.9999965797597472
112,0.9999943209980018
113,0.9999955056510288
114,0.9999967119240646
115,0.999996034857882
116,0.8571405311975033
117,0.9999989259662392
118,0.4285713937086871
119,0.999997211693026
120,0.4285693605781588
121,0.9999955522562092
122,0.7142852207262779
123,0.9999967190808916
124,0.9999960402909136
125,0.8571410319135265
126,0.9999999273536546
127,0.9999941651458056
128,0.8571396551853646
129,0.9999976008694168
130,0.9999980987959308
131,0.999998228486311
132,0.9999962558669384
133,0.99999551860682
134,0.9999977058283712
135,0.9999964914532276
136,0.9999958104921892
137,0.9999950367654228
138,0.9999954639186917
139,0.9999968426269475
140,0.9999944363933944
141,0.857138506902817
142,0.9999957605265878
143,0.9999955925854968
144,0.9999962513021048
145,0.999995525260781
146,0.9999969383561188
147,0.999995497066637
