,billboard_id,lyrics_id,artist,song,genius_id,lyrics,url,first_appearance,release_date,sentiment_polarity,sentiment_subjectivity,sentiment_polarity_v2,sentiment_subjectivity_v2
74,74,74,Camila Cabello,Consequences,3354827,"Dirty tissues, trust issues
Glasses on the sink, they didn't fix you
Lonely pillows in a stranger's bed
Little voices in my head
Secret keeping, stop the bleeding
Lost a little weight because I wasn't eating
All the songs that I can't listen to, to tell the truth

Loving you was young, and wild, and free
Loving you was cool, and hot, and sweet
Loving you was sunshine, safe and sound
A steady place to let down my defenses
But loving you had consequences

Hesitation, awkward conversation
Running on low expectation
Every siren that I was ignoring
I'm paying for it

Loving you was young, and wild, and free
Loving you was cool, and hot, and sweet
Loving you was sunshine, safe and sound
A steady place to let down my defenses
But loving you had consequences
No, ooh-ooh-ooh-ooh-ooh-ooh
Said, no, ooh-ooh-ooh-ooh-ooh-ooh-ooh
Hey, yeah, no, ooh-ooh-ooh-ooh-ooh-ooh-ooh, mm

Loving you was dumb, dark, and cheap
Loving you will still take shots at me
Found loving you was sunshine, but then it poured
And I lost so much more than my senses
'Cause loving you had consequences

Yeah, loving you",https://genius.com/Camila-cabello-consequences-lyrics,2019-01-05,2018-01-12,0.2505050505050504,0.6779040404040402,0.1969504830917874,0.703683574879227
75,75,75,Juice WRLD,Armed And Dangerous,3984929,"Gun 'em down (Gun 'em down, bih, yeah)
With a .50 (With a .50, brr, bih', brr)
Gun 'em down (Gun 'em down, uh)
Oh my God, huh (Oh my God, uh)
Ya dig? (Ya dig? Uh, hoo)
999 shit, ayy (999 shit, hoo)
When

I'm in town (Yeah, uh)
Party's goin' down (You dig? It's goin' down, hoo)
Shoot 'em down (Baow)
With a .50 round (You dig? A .50 round, hoo, ayy)
Run the town (What?)
Ballin' hard, you outta bounds (You dig? Swish, ayy)
So much money, damn it, I forgot the count
(Cash, cash, cash, you dig? Hoo)
Ayy, look at my bank account (You dig? Hoo)
Look at the cash amount (Hoo, ooh, you dig?)
I get the cash, I'm out (You dig? Yeah, hoo)
I do the dash, I'm out (You dig? Yeah, hoo, ooh)
Look at my bank account (You dig? Ooh)
Look at the cash amount (You dig? Skrrt, uh)
I get the cash, I'm out (Look, uh)
I just be cashin' out (You dig? Skrr)
Walk in that bitch and I'm faded, uh
I fuck that bitch when I'm faded
I got the M&M's (Millions), I called my mom, told her I made it
Yeah, mama, your son too famous (Yeah)
He on everybody playlist
But he's still armed and dangerous, he'll pop at a stranger

Sippin' lean, cliché, I still do it anyway
Red or purple in a cup, which one shall I pick today? Ayy, ayy
Sippin' hard, gun on me, no need for bodyguard

Aim at your body parts, yeah, take off your body parts, yeah
I'm swingin' when I'm off the ecstasy (Uh), that's a Molly park, yeah
Iron on me, hoo-hoo, that's a Tony Stark, yeah
Pourin' fours in a twenty ounce soda pop, yeah
I'm O.C, three-gram wood full of OG (Huh)
Give BM dick like Moby (Uh), gun make him flash, Adobe (Uh)
Pay up that cash, you owe me, yeah, huh, bitch, I need it
Matter fact, fuck that shit, I'm rich, uh, you can keep it
Yeah (Bitch, woo, yeah), damn
Rich niggas over here (They over, huh, here), yeah
Broke niggas over there (They over, uh, there, hoo)
Why is you over here? (Why?)
Go over there (Go over, uh, go over, hoo, go over there, what?)
Yeah, yeah, yeah, yeah
I'm in town (Yeah, uh)
Party's goin' down (You dig? It's goin' down, hoo)
Shoot 'em down (Baow)
With a .50 round (You dig? A .50 round, hoo, ayy)
Run the town (What?)
Ballin' hard, you out of bounds (You dig? Swish, ayy)
So much money, damn it
I forgot the count (Cash, cash, cash, you dig? Hoo)
Ayy, look at my bank account (You dig? Hoo)
Look at the cash amount (Hoo, ooh, you dig?)
I get the cash, I'm out (Yeah, hoo)
I do the dash, I'm out (You dig? Yeah, hoo, ooh)
Look at my bank account (You dig? Ooh)
Look at the cash amount (You dig? Skrrt, uh)
I get the cash, I'm out (Look, uh)
I just be cashin' out (You dig? Skrr)",https://genius.com/Juice-wrld-armed-and-dangerous-lyrics,2019-01-05,2018-10-15,-0.1106630824372759,0.4730286738351255,-0.093560606060606,0.4761363636363637
76,76,76,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,3720335,"Oh-oh (Ooh, ooh)
(Lil Pump
Maluma, baby)
Oh, woo-oh-oh, oh, ya-ah-aah
Mally, Mally Mall

Arms around you
Te amo, mami, let me hold you
Got my arms right around you, girl, oi
Good lovin', arms all around you
To make sure no one could harm you
Damn, lil' mami, let me have you, oi

Yes, she drivin' me crazy (Yeah)
I take drugs on the daily (Ooh)
Pull out the 'Rari or the Mercedes (Which one?)
Yeah, she got my heart racing, racing (Yeah)
Foreign cars, foreign hoes
Yeah, we got a lot of those (Ooh)
Ten bands on my Gucci coat (Ooh)
Ten hoes in the studio (Huh)
Yes, I'm gonna miss you though (Yuh)
But I gotta let her go (Brr)
Spanish bitches love the coke (Wow)
Put my dick straight down her throat (Damn)
I know that your baby daddy broke (Broke)
Take your wife backstage at a festival
Penthouse, 54th floor, let's go (Let's go)
And my hotel came with a stripper pole
Arms around you
Te amo, mami, let me hold you
Got my arms right around you, girl, oi
Good lovin', arms all around you
To make sure no one could harm you
Damn, lil' mami, let me have you, oi

If you ever get to feel my touch
Then you might never get enough
Yes, I know you feel the ambiance (Hey)
Love you like I'll never see you again
Only real 'cause I'm not for pretend (No)
Reaching out with your arms extended
My love is emergency and I can sense the urgency (Ya-ah)
Come, let me, woah-oh-oh-oh
Your body is just for me (For me)
It was like sorcery
She left me like an alcoholic

Arms around you
Te amo, mami, let me hold you
Got my arms right around you, girl, oi
Good lovin', arms all around you
To make sure no one could harm you
Damn, lil' mami, let me have you, oi
Yeah, Maluma, baby (Dice)
Ey, mama (Mamá), te espera un party en mi cama (Cama)
Me encanta la forma en que me hablas (Hablas)
Invita a tu amiga la Juana
Pa' que fumemos como fumamos en La Habana
Siempre andamos positivos
Esa es la forma en que vivo, activo
Que se joda el que no esté en lo mismo
Yo disfruto mientras siga vivo
Di que sí, que no te cuesta
Si conmigo estás vestida de Chanel (Oh, yeah)
Hasta los pies (Oh, yeah)
Si tú te pones pa'l problema
Yo me pongo como se tiene que ser
De una vez, bebé, bebé (Maluma, baby)

Arms around you
Te amo, mami, let me hold you
Got my arms right around you, girl, oi
Good lovin', arms all around you
To make sure no one could harm you
Damn, lil' mami, let me have you, oi

Fx
My name is",https://genius.com/Xxxtentacion-and-lil-pump-arms-around-you-lyrics,2019-01-05,2018-10-25,0.2229100529100529,0.5012433862433864,0.2672949735449735,0.5250496031746033
77,77,77,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,4108014,"This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
And nothing breaks like a heart

I heard you on the phone last night
We live and die by pretty lies
You know it, oh, we both know it
These silver bullet cigarettes
This burning house, there's nothing left
It's smoking, we both know it
We got all night to fall in love
But just like that, we fall apart
We're broken, we're broken

Mmm, well, nothing, nothing, nothing gonna save us now

Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mhmm, and nothing breaks like a heart
We'll leave each other cold as ice
And high and dry, the desert wind
Is blowin', is blowin'
Remember what you said to me?
We were drunk in love in Tennessee
And I hold it, we both know it

Mmm, that nothing, nothing, nothing gonna save us now
Nothing, nothing, nothing gonna save us now

Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mmm, and nothing breaks like a heart
Nothing breaks like a heart
Mmm, and nothing breaks like a heart

My heart, my heart
Well, nothing, nothing, nothing gonna save us now
My heart, my heart
Nothing, nothing, nothing gonna save us now
Well, there's broken silence
By thunder crashing in the dark (Crash in the dark)
And this broken record
Spin endless circles in the bar (Spin 'round in the bar)
This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
Mmm, but nothing breaks like a heart
But nothing breaks like a heart
Mmm, but nothing breaks like a heart",https://genius.com/Mark-ronson-nothing-breaks-like-a-heart-lyrics,2019-01-05,2018-11-29,-0.1377229437229437,0.4837619047619048,-0.1400063131313131,0.4499652777777778
78,78,78,Thomas Rhett,Sixteen,3174362,"""Take a left here, boy, take it slow
Don't get distracted by that radio""
I just rolled my eyes and I said, ""Daddy, I know
I'm fifteen, I ain't green like some ol' ten year old""

What I wouldn't give to be sixteen, wild and free
Cruisin' up and down Main in my F-150
Roll the windows down, bass too loud from this burnt CD
I'll be right where I wanna be when I'm sixteen, sixteen, yeah
Sixteen

Now that I can drive, finally feel alive, but I got this curfew
Sneakin' in late, smelling like my girlfriend's perfume
People talkin' 'bout college and knowledge and that's alright
But all I'm thinkin' 'bout is an unsupervised Saturday night

What I wouldn't give to be eighteen, wild and free
Buzzin' off a can of that Grizzly wintergreen
Lookin' old enough to pull off this fake ID
I'll be right where I wanna be when I'm eighteen, eighteen
Eighteen, yeah
I'm old enough to smoke, I'm old enough to vote
But they turn me away when I go to the Cotton-Eyed Joe
They say the grass is always greener, and I believe that's right
But my friends are off to Vegas, and they're leavin' me behind

What I wouldn't give to be twenty one, wild and free
Open up a cold one and drink it legally
Chase a bunch of girls, go see the world, let my wild streak run
I'll be right where I wanna be when I'm twenty one, twenty one
Woah, when I'm twenty one
Yeah, when I'm twenty one, it'll be alright
Yeah, it'll all be alright when I'm twenty one

Now I'm twenty five, and I'm drinkin' wine with my wife at home
Got a couple dogs and a couple songs on the radio
And we sit around, and we laugh about how we used to be
When all we cared about was turning sixteen",https://genius.com/Thomas-rhett-sixteen-lyrics,2019-01-05,2017-09-08,0.0346781305114638,0.4681657848324515,0.062099693678641,0.4807156780840992
79,79,79,Dierks Bentley Featuring Brothers Osborne,Burning Man,3444258,"Half your life you struggle
Half your life you fly
Half your life makin' trouble
Half your life makin' it right
One day I'm the exception
Most days I'm just like most
Some days I'm headed in the right direction
And some days I ain't even close

I'm a little bit steady but still a little bit rollin' stone
I'm a little bit heaven but still a little bit flesh-and-bone
Little found, little don't-know-where-I-am
I'm a little bit holy water but still a little bit burning man
Burning man

I always loved the highway
I just don't run it as fast
I still go wherever the wind blows me
But I always find my way back
I still don't get it right sometimes
I just don't get it as wrong
I still go a little bit crazy sometimes
Yeah, but now I don't stay near as long
I'm a little bit steady but still a little bit rollin' stone
I'm a little bit heaven but still a little bit flesh-and-bone
Little found, little don't-know-where-I-am
I'm a little bit holy water but still a little bit burning man
Burning man
Still just a burn, burn, burning man
Just a burning man
Woo!

Maybe I'll go to the desert
Find myself in the Joshua Tree
If we pass in the night then just hand me a light
And tell me you burned just like me

I'm a little bit steady but still a little bit rollin' stone
I'm a little bit heaven but still a little bit flesh-and-bone
Little found, little don't-know-where-I-am
I'm a little bit holy water but still a little bit burning man
Burning man
Still just a burn, burn, burning man
Just a burning man

Burning man",https://genius.com/Dierks-bentley-burning-man-lyrics,2019-01-05,2018-05-25,-0.0466786980749746,0.4909321175278622,-0.0141140109890109,0.4963827838827838
80,80,80,Luke Combs,Beautiful Crazy,3695544,"Her day starts with a coffee and ends with a wine
Takes forever getting ready so she's never on time for anything
When she gets that ""come get me"" look in her eyes
Well, it kinda scares me, the way that she drives me wild
When she drives me wild

Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy but her crazy's beautiful to me

She makes plans for the weekend, can't wait to go out
Till she changes her mind
Says, ""Let's stay on the couch and watch TV""
And she falls asleep

Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy but her crazy's beautiful to me

She's unpredictable, unforgettable
It's unusual, unbelievable
How I'm such a fool, yeah, I'm such a fool for her
Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy, she's crazy, she's crazy
But her crazy's beautiful to me
Her crazy's beautiful to me",https://genius.com/Luke-combs-beautiful-crazy-lyrics,2019-01-05,2018-05-04,-0.0666666666666666,0.8645161290322577,-0.0774509803921568,0.8245098039215686
81,81,81,Billie Eilish,When The Party's Over,3484874,"Don't you know I'm no good for you?
I've learned to lose you, can't afford to
Tore my shirt to stop you bleedin'
But nothin' ever stops you leavin'

Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that

Don't you know too much already?
I'll only hurt you if you let me
Call me friend, but keep me closer (Call me back)
And I'll call you when the party's over

Quiet when I'm coming home and I'm on my own
And I could lie, say I like it like that, like it like that
Yeah, I could lie, say I like it like that, like it like that

But nothin' is better sometimes
Once we've both said our goodbyes
Let's just let it go
Let me let you go
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that",https://genius.com/Billie-eilish-when-the-partys-over-lyrics,2019-01-05,2018-10-17,0.1954545454545454,0.5727272727272728,0.15625,0.5375
82,82,82,Ava Max,Sweet But Psycho,3905115,"Oh, she's sweet, but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Oh, she's hot, but a psycho
So left, but she's right though
At night, she's screamin'
""I'm-ma-ma-ma out my mind""

She'll make you curse, but she a blessing
She'll rip your shirt within a second
You'll be coming back, back for seconds
With your plate, you just can't help it

No, no
You'll play alo-o-ong, let her lead you o-o-on
You'll be saying, ""No, no""
Then saying, ""Yes, yes, yes,"" 'cause she messin' with your head

Oh, she's sweet, but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Oh, she's hot, but a psycho
So left, but she's right though
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Grab-a-cop-gun kinda crazy
She's poison, but tasty
Yeah, people say, ""Run, don't walk away""
'Cause she's sweet, but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
See, someone said, ""Don't drink her potions
She'll kiss your neck with no emotion
When she's mean, you know you love it
She tastes so sweet, don't sugarcoat it""

No, no
You'll play alo-o-ong, let her lead you o-o-on
You'll be saying, ""No (No, no, no), no (No)""
Then saying, ""Yes, yes, yes,"" 'cause she messin' with your head

Oh, she's sweet, but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Oh, she's hot, but a psycho
So left, but she's right though
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Grab-a-cop-gun kinda crazy
She's poison, but tasty
Yeah, people say, ""Run, don't walk away""
'Cause she's sweet, but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
You're just like me, you're out your mind
I know it's strange, we're both the crazy kind
You're tellin' me that I'm insane
Boy, don't pretend that you don't love the pain

Oh, she's sweet, but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Oh, she's hot, but a psycho
So left, but she's right though
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Grab-a-cop-gun kinda crazy
She's poison, but tasty
Yeah, people say, ""Run, don't walk away""
'Cause she's sweet, but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""",https://genius.com/Ava-max-sweet-but-psycho-lyrics,2019-01-05,2018-08-17,0.0366964285714285,0.5445089285714285,0.0261253720238095,0.5864118303571428
83,83,83,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,3944273,"I'll tell you a story before it tells itself
I'll lay out all my reasons, you'll say that I need help
We all got expectations, and sometimes they go wrong
But no one listens to me, so I put it in this song

They tell me think with my head, not that thing in my chest
They got their hands at my neck this time
But you're the one that I want, and if that's really so wrong
Then they don't know what this feeling is like

And I say yeah-eah, yeah-eah-eah-eah
Yeah-eah, yeah-eah-eah-eah
And I say yeah-eah, yeah-eah-eah-eah
Yeah-eah, yeah-eah-eah-eah

I'll tell them a story, they'll sit and nod their heads
I tell you all my secrets, and you tell all your friends
Hold on to your opinions, and stand by what you said (Stand by what you said)
In the end, it's my decision, so it's my fault when it ends

They tell me think with my head, not that thing in my chest
They got their hands at my neck this time
But you're the one that I want, and if that's really so wrong
Then they don't know what this feeling is like
And I say yeah-eah, yeah-eah-eah-eah
Yeah-eah, yeah-eah-eah-eah
And I say yeah-eah, yeah-eah-eah-eah
Yeah-eah, yeah-eah-eah-eah

I'll tell you a story before it tells itself
I'll lay out all my reasons, you'll say that I need help
We all got expectations, and sometimes they go wrong
But no one listens to me, so I put it in this song

They tell me think with my head, not that thing in my chest
They got their hands at my neck this time
But you're the one that I want, and if that's really so wrong
Then they don't know what this feeling is like

My friends say no-o, no-o-o (But they don't know)
No-o, no-o-o
Yeah, no-o, no-o-o
They don't know, no no (No-o, no-o-o)

And I say yeah, oh oh
Oh, and I say yeah, hey-ey, yeah
They don't know, oh",https://genius.com/The-chainsmokers-this-feeling-lyrics,2019-01-05,2018-09-18,-0.5,0.9,-0.5,0.9
84,84,84,Jacquees,You,3612904,"Stunna Music
High life
Yeah yeah, yeah, uh

It's 2:30 in the morning
'Round this time you know we going in, yeah
I had to kiss so you don't throw it in, no
But you get crazy when you're horny

I feel like I should be your lover, I should be your friend
All those silly issues made up in your head
Money can pay for your time but it's not love (Yeah)
And love cannot pay for that shit that I bought ya
Swear to God I should be gone, leave you alone, 'cause I

Rather be with you and all your bullshit
Rather be with you and all your bullshit
I'd rather be with you and all your bullshit
Rather be with you and all your bull
You (Yeah, babe)
You (Ooh-hoo, yeah)
You, yeah
This is what I don't get
Don't know why I'm still here
All my passwords reset, yeah
And I know you did that shit

'Cause money can pay for your time but it's not love
And love cannot pay for that shit that I bought ya, yeah
Ooh, got me up on some drama
Knowin' this shit is a problem, yeah
Swear to God I should be gone, leave you alone, but I

Rather be with you and all your bullshit
Rather be with you and all your bullshit
I'd rather be with you and all your bullshit
Rather be with you and all your bull
You (Yeah, babe)
You (Ooh-hoo, yeah)
You, yeah

Know you got problems
You got a lot of problems
Know damn well I can solve 'em
You got a lot of problems
Know you got problems
I should be your lover, I should be your friend
All those silly issues made up in your head
Money can pay for your time but it's not love
And callin' me back with some bullshit like, ""What up?""
Swear to God I should be gone, leave you alone, 'but I

Rather be with you and all your bullshit
Rather be with you and all your bullshit
I'd rather be with you and all your bullshit
Rather be with you and all your bull (Stunna Music)
You (High life)
You
You",https://genius.com/Jacquees-you-lyrics,2019-01-05,2018-03-30,-0.126875,0.6456249999999999,-0.1664285714285714,0.6378571428571427
85,85,85,21 Savage,1.5,4155501,"My earrings cost a half a ticket, I don't hear the same shit y'all niggas hear
On God

Pockets on Cheez-Its, heavy on the cheddar (Cheddar)
Run off with your money, Savage a.k.a. Jerry Heller (Heller)
Too much drip, I'm rainin', bought a Gucci umbrella (Umbrella)
Why you always trippin' bitch? You must look up to Ella (Ella)
It's only the first night and she keep tryna snuggle (Snuggle)
I slept on my back just so I ain't have to cuddle (Cuddle)
Nothing 'bout me average, hit her with a Fendi rubber (Straight up)
Feel like a magician, all these bitches that I juggle (Straight up)
'Rari red, Bentley black, got a Demon and a Cat
Check the stats, all facts, rap made me a lot of racks
Down bad, caught a flat, change his tire, he got jacked
Ass fat, waist snatched, can I get some of that pussycat?

1.5 (1.5) on the ride (On the ride)
Niggas die (Niggas die) when we slide (When we slide)
Draw the line (Draw the line) pick a side (Pick a side)
Ain't no switchin' (Ain't no switchin') on my guys (On the gang)
1.5 (1.5) on the ride (On the ride)
Niggas die (Niggas die) when we slide (When we slide)
Draw the line (Draw the line) pick a side (Pick a side)
Ain't no switchin' (Ain't no switchin') on my guys (On the gang)
Offset!
Catch a vibe (Vibes)
The doors go up, suicides ('Cides)
The diamonds poke your eyes (Eyes)
Don't tread my gang, they shiest (Gang)
I don't take advice (Nah)
I don't care 'bout price (Woo)
Sticks, the boss don't fight (Brr)
Flippin' bricks in the loft at night (Bricks)
Told her ""Get what you want, I swipe"" (Hey)
Hop in the Lambo, brains open (Skrr)
My chain soakin' (Soakin')
Codeine in my vein, I'm strokin' (Codeine)
I put her head in motion (Bow)
This Patek right here a trophy (Patek)
Passed out on the Hermès sofa (Hey)
Straight face, this a game of poker (Game)
The green Lambo a ogre (Skrr)
We pass the bitch (Bitch)
Got to flippin' the bitch in the wrist (Flippin' the bitch)
Just ask your bitch (Ask her)
I fuck, no kiss (Smash)
Walked right in this bitch, don't touch me, don't get frisked(Nah)
Let's get lit (Lit)
1.5 (1.5) on the ride (On the ride)
Niggas die (Niggas die) when we slide (When we slide)
Draw the line (Draw the line) pick a side (Pick a side)
Ain't no switchin' (Ain't no switchin') on my guys (On the gang)
1.5 (1.5) on the ride (On the ride)
Niggas die (Niggas die) when we slide (When we slide)
Draw the line (Draw the line) pick a side (Pick a side)
Ain't no switchin' (Ain't no switchin') on my guys (On the gang)",https://genius.com/21-savage-15-lyrics,2019-01-05,2018-12-21,-0.0645295965608465,0.3962632275132276,-0.0251763668430335,0.3985890652557319
86,86,86,Jason Aldean,Girl Like You,3584407,"Love how you close your eyes when I pull you in closer
Tonight's movin' fast but we ain't takin' it slower
You hit me harder than a drink does
You're gonna take me all the way up
Something about you baby, got me goin' crazy
I don't know what to do

I've never met a girl like you
That's ever done it quite like you do
Your kiss is double-barrel bourbon on rocks
Your lips are just the cherry on top
I've never been high like this
Turn out the lights and let me breathe you in
Your eyes are so diamond, body so gold
An' I don't want to let you go
I've never met a girl like you

Love how you say my name and make it sound so sexy
Love how you do that thing, yeah you know what gets me
I'm talkin' slow motion all night long
Baby, love you with the lights on

I've never met a girl like you
That's ever done it quite like you do
Your kiss is double-barrel bourbon on rocks
Your lips are just the cherry on top
I've never been high like this
Turn out the lights and let me breathe you in
Your eyes are so diamond, body so gold
An' I don't want to let you go
I've never met a girl like you
I've never met a girl like you
That's ever done it quite like you do
Your kiss is double-barrel bourbon on rocks
Your lips are just the cherry on top
I've never been high like this
Turn out the lights and let me breathe you in
Your eyes are so diamond, body so gold
An' I don't want to let you go
I've never met a girl like you
I've never met a girl like you",https://genius.com/Jason-aldean-girl-like-you-lyrics,2019-01-05,2018-04-13,0.2370588235294117,0.5423529411764705,0.2336904761904762,0.5347619047619048
87,87,87,21 Savage,Out For The Night,4155498,"Give her back shots 'til her back hurt (Back shots)
Thumb through the money 'til my hands hurt (Cash out)
Wanna go on a date? You gotta dance first (Yah, yah)
Take it to the paint, I gotta slam first (Yah, yah)
She be actin' stiff with the booty (On God)
Feelin' like I'm Biggie rockin' Coogi (On God)
Draco make you put up that lil' Uzi (On God)
I don't want no features, niggas groupies (Straight up)
Pass her to the gang, quarterback sneak (Quarterback sneak)
I was in my feelings, now it's, ""Fuck Kiki"" (Worried 'bout)
Let lil' Tip hit that bitch, on GP (Straight up)
Smokin' gas, nigga, I re-up at the BP

Five foot five (Five), she my ride or die (Die)
Never tell a lie (Lie), we like Bonnie and Clyde (Clyde)
Lookin' at her thigh (Thigh), like, ""Do it come with rice?"" (Rice)
She don't like FaceTime, she would rather Skype
But I'm out for the night (Straight up)
Out for the night (Straight up)
Out for the night (Straight up)
Out for the night (Straight up)
Yeah, I'm out for the night (On God)
Out for the night (On God)
Out for the night (On God)
Out for the night (On God)
Yeah, you workin' hard (Hard)
And I see you (I do)
And your bills late (Late)
And your rent due (Yeah)
And you never need a man to defend you (Straight up)
You already pissed off, on your menstrual (Straight up)
And you been through (Yeah)
'Cause he been through (Yeah)
You a star player (Star)
And he benched you (Yeah)
In your corner, I'd never go against you (On God)
Bought a foreign, now it's friends wanna text you (Straight up)
You got off late (Late)
And you worked out (Worked)
You ain't stunt his baby mama 'cause she burnt out (Burnt)
You got rid of him and made sure that we worked out (Facts)
So I put a hunnid racks in your purse now (Racks)

Five foot five (Five), she my ride or die (Die)
Never tell a lie (Lie), we like Bonnie and Clyde (Clyde)
Lookin' at her thigh (Thigh), like, ""Do it come with rice?"" (Rice)
She don't like FaceTime, she would rather Skype
But I'm out for the night (Straight up)
Out for the night (Straight up)
Out for the night (Straight up)
Out for the night (Straight up)
Yeah, I'm out for the night (On God)
Out for the night (On God)
Out for the night (On God)
Out for the night (On God)",https://genius.com/21-savage-out-for-the-night-lyrics,2019-01-05,2018-12-21,0.0328407224958949,0.4082375478927204,0.0785455486542443,0.427596618357488
88,88,88,Dustin Lynch,Good Girl,3707606,"I got it good, girl
'Cause I got myself a good girl
Yeah, you up and took my whole world
And made it so good, girl

You're an angel, you're a keeper
The kinda thing that you gotta lock down
I'm lovin' just livin'
Every minute since you came around
I was lost in the neon lights
'Til the day that you called me yours, yeah
And they say when you know you know
And I know one thing's for sure

I got it good, girl
'Cause I got myself a good girl
Still can't believe I found you
Can't imagine life without you
I could take you home to mama
Take you to the church right down the street
Yeah, you up and took my whole world
And made it so good, girl
Aw, so good, baby, yeah
You know, sometimes, I dream
'Bout 55 years from now
Gonna still be you and me
Watchin' that sun goin' down
I'll still be stealin' your kisses (What else?)
I'll still be holdin' your hand (What else?)
I'll still look at you and I'll pinch myself
Good Lord, I'm a lucky man

I got it good, girl
'Cause I got myself a good girl
Still can't believe I found you
Can't imagine life without you
I could take you home to mama
Take you to the church right down the street
Yeah, you up and took my whole world
And made it so good, girl
Aw, so good, baby

I was lost in the neon lights
'Til the day that you called me yours, yeah
They say when you know you know
And I know one thing's for sure
I got it good, girl
'Cause I got myself a good girl
Still can't believe I found you
Can't imagine life without you
I could take you home to mama
Take you to the church right down the street
Yeah, you up and took my whole world
And made it so good, girl
Aw, so good, baby (I got it good, girl)

('Cause I got myself a) Yeah, good girl
(Still can't believe I) I found you
Good Lord, I'm a lucky man
I could take you home to mama
Take you to the church right down the street
Yeah, you up and took my whole world
And made it so good, girl
Aw, so good, baby",https://genius.com/Dustin-lynch-good-girl-lyrics,2019-01-05,2018-05-05,0.4394047619047617,0.5480158730158732,0.4721981721981719,0.5526695526695528
